trans_id,cliente_id,valor,mcc,payment_method,taxa_padrao_esperada,isencao_documentada,taxa_cobrada_real
T100948,C104,34.44,8299,credit,0.03,False,0.0
T100949,C121,401.28,4511,pix_credit,0.03,False,0.03
T100950,C108,216.56,5813,pix_debit,0.03,False,0.0
T100951,C146,233.71,5411,credit,0.028,False,0.028
T100952,C131,407.84,7512,credit,0.03,False,0.03
T100953,C106,893.03,5941,debit,0.025,False,0.025
T100954,C103,71.84,4511,pix_credit,0.025,False,0.025
T100955,C103,591.46,5812,credit,0.025,False,0.025
T100956,C112,109.51,7512,debit,0.03,False,0.03
T100957,C109,175.9,8011,credit,0.028,False,0.028
T100958,C100,136.81,4511,voucher,0.03,False,0.03
T100959,C132,356.85,8011,credit,0.028,False,0.028
T100960,C125,37.23,5813,credit,0.025,False,0.025
T100961,C149,217.32,5812,pix_credit,0.028,False,0.028
T100962,C122,132.23000000000002,5813,credit,0.03,False,0.03
T100963,C104,76.47,5813,debit,0.03,False,0.03
T100964,C134,476.39,8299,pix_debit,0.03,False,0.0
T100965,C102,178.51,4511,credit,0.028,False,0.028
T100966,C143,296.67,5813,debit,0.028,False,0.028
T100967,C113,311.6,8299,debit,0.028,False,0.0
T100968,C137,176.62,8299,credit,0.028,False,0.0
T100969,C101,128.57999999999998,7512,credit,0.028,False,0.028
T100970,C122,442.71,5411,debit,0.03,False,0.03
T100971,C131,74.99,5812,debit,0.03,False,0.03
T100972,C124,662.09,8011,credit,0.03,False,0.03
T100973,C128,199.73,5813,debit,0.0,True,0.0
T100974,C133,50.29,8299,credit,0.025,False,0.0
T100975,C145,64.8,5411,debit,0.028,False,0.028
T100976,C133,434.94,5411,credit,0.025,False,0.025
T100977,C143,118.28,8299,debit,0.028,False,0.0
T100978,C117,83.1,7512,debit,0.0,True,0.0
T100979,C100,144.52,8011,credit,0.03,False,0.03
T100980,C131,64.36,5812,credit,0.03,False,0.03
T100981,C101,56.92,8299,credit,0.028,False,0.0
T100982,C114,72.0,8011,pix_debit,0.025,False,0.0
T100983,C136,1333.02,8011,debit,0.028,False,0.028
T100984,C129,54.55,5812,debit,0.03,False,0.03
T100985,C148,35.96,7512,debit,0.028,False,0.028
T100986,C143,92.4,8011,debit,0.028,False,0.028
T100987,C107,100.68,7512,debit,0.0,True,0.0
T100988,C112,141.81,7512,pix_debit,0.03,False,0.0
T100989,C132,99.35,8299,pix_credit,0.028,False,0.0
T100990,C141,591.39,5813,pix_debit,0.0,True,0.0
T100991,C140,271.96,5813,debit,0.025,False,0.025
T100992,C138,254.62,8011,pix_debit,0.03,False,0.0
T100993,C138,658.99,5813,debit,0.03,False,0.03
T100994,C148,137.99,8299,credit,0.028,False,0.0
T100995,C109,76.4,5813,credit,0.028,False,0.028
T100996,C121,185.23,5812,credit,0.03,False,0.03
T100997,C127,93.84,5411,debit,0.0,True,0.0
T100998,C148,544.88,4511,credit,0.028,False,0.028
T100999,C145,303.45,4511,credit,0.028,False,0.028
T101000,C107,167.46,5812,credit,0.0,True,0.0
T101001,C147,912.98,7512,credit,0.03,False,0.03
T101002,C146,30.67,8299,credit,0.028,False,0.0
T101003,C149,165.76,5812,pix_debit,0.028,False,0.0
T101004,C120,190.23,5941,credit,0.025,False,0.025
T101005,C111,82.68,5941,debit,0.03,False,0.03
T101006,C132,145.57,5411,pix_debit,0.028,False,0.0
T101007,C128,90.53,8011,debit,0.0,True,0.0
T101008,C133,247.93,8011,pix_debit,0.025,False,0.0
T101009,C126,971.74,8299,debit,0.03,False,0.0
T101010,C113,56.01,5812,debit,0.028,False,0.028
T101011,C117,532.01,5813,pix_credit,0.0,True,0.0
T101012,C120,317.25,8299,pix_debit,0.025,False,0.0
T101013,C141,359.63,4511,debit,0.0,True,0.025
T101014,C148,108.43,4511,credit,0.028,False,0.028
T101015,C101,178.96,7512,credit,0.028,False,0.028
T101016,C139,166.66,8011,credit,0.0,True,0.0
T101017,C136,35.9,4511,credit,0.028,False,0.028
T101018,C117,87.41,4511,debit,0.0,True,0.0
T101019,C125,86.55,7512,voucher,0.025,False,0.025
T101020,C106,1820.41,8011,pix_debit,0.025,False,0.0
T101021,C106,154.74,7512,voucher,0.025,False,0.025
T101022,C137,315.63,5812,credit,0.028,False,0.028
T101023,C108,221.32,8299,debit,0.03,False,0.0
T101024,C148,77.3,5812,credit,0.028,False,0.028
T101025,C122,257.2,4511,debit,0.03,False,0.03
T101026,C122,144.39,8011,debit,0.03,False,0.03
T101027,C102,483.74,5411,credit,0.028,False,0.028
T101028,C149,886.14,5941,debit,0.028,False,0.028
T101029,C107,84.1,4511,credit,0.0,True,0.0
T101030,C121,83.81,5813,pix_credit,0.03,False,0.03
T101031,C148,55.48,7512,credit,0.028,False,0.028
T101032,C122,56.33,5941,debit,0.03,False,0.03
T101033,C135,921.23,5813,pix_debit,0.028,False,0.0
T101034,C117,68.44,5813,credit,0.0,True,0.0
T101035,C122,99.52,5941,pix_debit,0.03,False,0.0
T101036,C106,79.11,8011,credit,0.025,False,0.025
T101037,C131,132.23000000000002,4511,pix_credit,0.03,False,0.03
T101038,C112,838.55,7512,credit,0.03,False,0.03
T101039,C104,254.45,5813,pix_credit,0.03,False,0.03
T101040,C111,286.39,5941,pix_debit,0.03,False,0.0
T101041,C105,574.85,5411,credit,0.028,False,0.028
T101042,C143,473.93,5813,credit,0.028,False,0.028
T101043,C107,181.96,8011,debit,0.0,True,0.0
T101044,C141,392.27,5813,debit,0.0,True,0.025
T101045,C111,188.24,4511,voucher,0.03,False,0.03
T101046,C117,158.13,5812,credit,0.0,True,0.0
T101047,C125,240.38,5411,debit,0.025,False,0.025
T101048,C110,148.45,7512,pix_credit,0.025,False,0.025
T101049,C108,233.37,5941,credit,0.03,False,0.03
T101050,C140,94.87,5813,pix_credit,0.025,False,0.025
T101051,C101,200.97,4511,pix_debit,0.028,False,0.0
T101052,C137,274.43,4511,credit,0.028,False,0.028
T101053,C147,240.07,5813,credit,0.03,False,0.03
T101054,C130,179.14,8299,debit,0.0,True,0.0
T101055,C116,551.18,5813,voucher,0.03,False,0.03
T101056,C149,64.07,5813,voucher,0.028,False,0.028
T101057,C118,63.86,4511,pix_credit,0.025,False,0.025
T101058,C110,146.54,5941,credit,0.025,False,0.025
T101059,C115,97.22,5411,credit,0.03,False,0.03
T101060,C122,48.96,8299,pix_debit,0.03,False,0.0
T101061,C132,103.86,7512,debit,0.028,False,0.028
T101062,C125,186.14,5411,credit,0.025,False,0.025
T101063,C145,298.8,8011,credit,0.028,False,0.028
T101064,C142,87.02,5812,credit,0.0,True,0.0
T101065,C140,599.13,7512,debit,0.025,False,0.025
T101066,C118,867.52,5941,pix_debit,0.025,False,0.0
T101067,C136,629.29,7512,credit,0.028,False,0.028
T101068,C131,75.4,5411,pix_debit,0.03,False,0.0
T101069,C148,87.4,7512,debit,0.028,False,0.028
T101070,C115,174.65,5941,pix_credit,0.03,False,0.03
T101071,C122,470.4,7512,pix_credit,0.03,False,0.03
T101072,C113,136.18,7512,credit,0.028,False,0.028
T101073,C120,87.93,7512,debit,0.025,False,0.025
T101074,C139,209.43,5813,debit,0.0,True,0.0
T101075,C116,509.74,5812,credit,0.03,False,0.03
T101076,C144,63.97,5813,pix_credit,0.025,False,0.025
T101077,C137,38.86,5812,debit,0.028,False,0.028
T101078,C128,196.19,5941,credit,0.0,True,0.0
T101079,C128,464.64,5941,pix_credit,0.0,True,0.0
T101080,C143,86.69,8011,pix_debit,0.028,False,0.0
T101081,C129,147.0,4511,credit,0.03,False,0.03
T101082,C142,82.95,8011,credit,0.0,True,0.0
T101083,C112,27.23,4511,pix_debit,0.03,False,0.0
T101084,C118,410.52,4511,debit,0.025,False,0.025
T101085,C141,94.73,7512,debit,0.0,True,0.025
T101086,C128,206.74,8011,pix_debit,0.0,True,0.0
T101087,C143,266.15,8011,pix_debit,0.028,False,0.0
T101088,C128,122.4,5812,pix_credit,0.0,True,0.0
T101089,C113,326.04,8011,debit,0.028,False,0.028
T101090,C118,158.61,4511,debit,0.025,False,0.025
T101091,C115,154.42,8299,pix_debit,0.03,False,0.0
T101092,C122,109.27,5411,credit,0.03,False,0.03
T101093,C138,587.64,5411,credit,0.03,False,0.03
T101094,C114,133.66,4511,credit,0.025,False,0.025
T101095,C118,48.8,8011,credit,0.025,False,0.025
T101096,C126,117.64,4511,pix_credit,0.03,False,0.03
T101097,C109,238.5,8011,debit,0.028,False,0.028
T101098,C140,90.01,4511,credit,0.025,False,0.025
T101099,C136,115.36,5941,credit,0.028,False,0.028
T101100,C139,57.31,5812,debit,0.0,True,0.0
T101101,C120,650.28,5941,credit,0.025,False,0.025
T101102,C116,48.12,5411,pix_credit,0.03,False,0.03
T101103,C128,27.26,7512,credit,0.0,True,0.0
T101104,C125,62.97,7512,debit,0.025,False,0.025
T101105,C137,59.87,7512,credit,0.028,False,0.028
T101106,C137,46.19,4511,credit,0.028,False,0.028
T101107,C123,47.89,4511,credit,0.025,False,0.025
T101108,C103,254.28,5813,pix_credit,0.025,False,0.025
T101109,C129,192.63,5813,pix_credit,0.03,False,0.03
T101110,C130,174.88,5812,credit,0.0,True,0.025
T101111,C120,125.22,5812,pix_credit,0.025,False,0.025
T101112,C110,377.51,5813,debit,0.025,False,0.025
T101113,C143,318.85,5813,voucher,0.028,False,0.028
T101114,C102,557.63,5411,pix_debit,0.028,False,0.0
T101115,C107,1168.62,5411,credit,0.0,True,0.0
T101116,C108,137.12,8299,debit,0.03,False,0.0
T101117,C146,34.2,5813,pix_debit,0.028,False,0.0
T101118,C149,32.93,8011,debit,0.028,False,0.028
T101119,C127,865.43,5813,credit,0.0,True,0.0
T101120,C146,178.24,5941,debit,0.028,False,0.028
T101121,C106,164.56,7512,debit,0.025,False,0.025
T101122,C108,300.19,5812,voucher,0.03,False,0.03
T101123,C112,184.26,7512,credit,0.03,False,0.03
T101124,C125,76.35,5813,credit,0.025,False,0.025
T101125,C119,621.06,5941,credit,0.025,False,0.025
T101126,C146,1056.3,5813,voucher,0.028,False,0.028
T101127,C129,126.94,5813,pix_credit,0.03,False,0.03
T101128,C143,524.27,5813,credit,0.028,False,0.028
T101129,C103,54.86,4511,pix_debit,0.025,False,0.0
T101130,C111,279.06,5813,credit,0.03,False,0.03
T101131,C110,54.82,7512,credit,0.025,False,0.025
T101132,C140,231.24,5812,debit,0.025,False,0.025
T101133,C129,47.84,5813,debit,0.03,False,0.03
T101134,C115,711.89,5941,credit,0.03,False,0.03
T101135,C146,42.05,8299,debit,0.028,False,0.0
T101136,C133,445.31,8299,debit,0.025,False,0.0
T101137,C122,216.41,4511,debit,0.03,False,0.03
T101138,C144,140.62,8011,pix_credit,0.025,False,0.025
T101139,C128,340.36,4511,credit,0.0,True,0.0
T101140,C127,170.99,5813,pix_debit,0.0,True,0.0
T101141,C139,487.29,7512,debit,0.0,True,0.0
T101142,C136,333.75,8011,pix_debit,0.028,False,0.0
T101143,C141,403.17,5812,credit,0.0,True,0.025
T101144,C118,43.61,5812,credit,0.025,False,0.025
T101145,C102,136.32999999999998,7512,credit,0.028,False,0.028
T101146,C107,53.38,8299,debit,0.0,True,0.0
T101147,C120,1246.36,5411,debit,0.025,False,0.025
T101148,C148,238.88,8011,debit,0.028,False,0.028
T101149,C113,61.58,5941,debit,0.028,False,0.028
T101150,C133,66.06,8011,credit,0.025,False,0.025
T101151,C135,325.17,5812,debit,0.028,False,0.028
T101152,C117,278.71,5411,voucher,0.0,True,0.0
T101153,C105,83.32,8011,credit,0.028,False,0.028
T101154,C126,169.07,8011,debit,0.03,False,0.03
T101155,C122,243.49,5941,credit,0.03,False,0.03
T101156,C102,583.4,7512,debit,0.028,False,0.028
T101157,C142,338.1,8011,credit,0.0,True,0.0
T101158,C112,38.8,5812,debit,0.03,False,0.03
T101159,C119,104.55,8299,pix_debit,0.025,False,0.0
T101160,C118,602.84,5812,pix_debit,0.025,False,0.0
T101161,C138,204.73,5812,pix_debit,0.03,False,0.0
T101162,C100,78.41,8299,debit,0.03,False,0.0
T101163,C128,75.97,8011,credit,0.0,True,0.0
T101164,C144,392.47,5411,debit,0.025,False,0.025
T101165,C136,49.07,5941,debit,0.028,False,0.028
T101166,C141,88.9,8011,pix_debit,0.0,True,0.0
T101167,C107,119.2,4511,pix_debit,0.0,True,0.0
T101168,C135,138.85,5812,debit,0.028,False,0.028
T101169,C129,57.3,5941,debit,0.03,False,0.03
T101170,C147,218.36,5411,credit,0.03,False,0.03
T101171,C111,18.96,8011,debit,0.03,False,0.03
T101172,C104,654.47,7512,credit,0.03,False,0.03
T101173,C145,175.39,4511,voucher,0.028,False,0.028
T101174,C134,800.27,5813,debit,0.03,False,0.03
T101175,C110,52.32,8299,pix_debit,0.025,False,0.0
T101176,C142,28.91,8011,credit,0.0,True,0.0
T101177,C142,132.56,4511,voucher,0.0,True,0.0
T101178,C143,106.77,4511,credit,0.028,False,0.028
T101179,C149,46.62,5941,credit,0.028,False,0.028
T101180,C106,635.03,8299,voucher,0.025,False,0.0
T101181,C128,110.81,5813,pix_debit,0.0,True,0.0
T101182,C140,705.47,5813,debit,0.025,False,0.025
T101183,C119,105.61,5941,debit,0.025,False,0.025
T101184,C104,329.39,7512,pix_credit,0.03,False,0.03
T101185,C114,144.83,5813,debit,0.025,False,0.025
T101186,C114,119.77,5813,debit,0.025,False,0.025
T101187,C136,192.99,5812,debit,0.028,False,0.028
T101188,C136,1518.36,8299,credit,0.028,False,0.0
T101189,C115,77.77,5411,pix_debit,0.03,False,0.0
T101190,C137,58.62,4511,voucher,0.028,False,0.028
T101191,C140,169.99,8299,pix_debit,0.025,False,0.0
T101192,C124,219.88,5411,credit,0.03,False,0.03
T101193,C102,119.21,5813,debit,0.028,False,0.028
T101194,C127,292.54,8299,credit,0.0,True,0.0
T101195,C108,151.17,8299,credit,0.03,False,0.0
T101196,C123,40.78,5812,debit,0.025,False,0.025
T101197,C134,39.510000000000005,7512,debit,0.03,False,0.03
T101198,C130,75.97,8011,credit,0.0,True,0.025
T101199,C112,224.78,5941,voucher,0.03,False,0.03
T101200,C131,265.6,5941,pix_debit,0.03,False,0.0
T101201,C103,29.07,8011,debit,0.025,False,0.025
T101202,C127,646.58,5411,pix_credit,0.0,True,0.0
T101203,C149,206.29,8299,credit,0.028,False,0.0
T101204,C113,182.07,5812,credit,0.028,False,0.028
T101205,C148,287.84,5411,credit,0.028,False,0.028
T101206,C121,517.54,4511,debit,0.03,False,0.03
T101207,C107,117.55,8299,voucher,0.0,True,0.0
T101208,C149,124.04,5411,pix_debit,0.028,False,0.0
T101209,C134,100.55,7512,debit,0.03,False,0.03
T101210,C121,232.52,5813,pix_debit,0.03,False,0.0
T101211,C141,114.85,4511,credit,0.0,True,0.025
T101212,C149,221.35,5812,credit,0.028,False,0.028
T101213,C143,49.05,5813,debit,0.028,False,0.028
T101214,C107,530.65,8011,voucher,0.0,True,0.0
T101215,C100,1617.24,5812,debit,0.03,False,0.03
T101216,C131,469.59,5411,debit,0.03,False,0.03
T101217,C136,333.45,8299,debit,0.028,False,0.0
T101218,C106,202.75,5813,debit,0.025,False,0.025
T101219,C124,89.36,5411,pix_debit,0.03,False,0.0
T101220,C135,401.33,7512,credit,0.028,False,0.028
T101221,C146,120.14,5941,debit,0.028,False,0.028
T101222,C126,103.28,7512,pix_debit,0.03,False,0.0
T101223,C121,143.32,5941,debit,0.03,False,0.03
T101224,C104,3321.84,8011,credit,0.03,False,0.03
T101225,C130,74.16,5411,voucher,0.0,True,0.025
T101226,C129,101.66,5411,credit,0.03,False,0.03
T101227,C125,405.15,5813,pix_credit,0.025,False,0.025
T101228,C133,192.33,5941,debit,0.025,False,0.025
T101229,C118,73.94,5411,debit,0.025,False,0.025
T101230,C144,123.97,8011,pix_debit,0.025,False,0.0
T101231,C134,94.93,7512,pix_credit,0.03,False,0.03
T101232,C131,54.5,5813,credit,0.03,False,0.03
T101233,C104,663.33,8011,pix_debit,0.03,False,0.0
T101234,C112,489.38,5941,debit,0.03,False,0.03
T101235,C104,66.49000000000001,8011,credit,0.03,False,0.03
T101236,C110,338.73,5812,credit,0.025,False,0.025
T101237,C144,207.68,8299,pix_credit,0.025,False,0.0
T101238,C133,32.21,5411,pix_credit,0.025,False,0.025
T101239,C148,156.69,7512,pix_debit,0.028,False,0.0
T101240,C130,150.33,5812,pix_credit,0.0,True,0.025
T101241,C124,75.52,4511,credit,0.03,False,0.03
T101242,C100,230.28,5812,credit,0.03,False,0.03
T101243,C113,90.7,5813,pix_debit,0.028,False,0.0
T101244,C146,88.13,5411,credit,0.028,False,0.028
T101245,C138,181.69,5941,credit,0.03,False,0.03
T101246,C144,443.61,5411,debit,0.025,False,0.025
T101247,C109,152.66,5941,credit,0.028,False,0.028
T101248,C132,40.94,5813,debit,0.028,False,0.028
T101249,C117,299.76,5941,credit,0.0,True,0.0
T101250,C117,247.03,5813,pix_credit,0.0,True,0.0
T101251,C146,376.67,8299,credit,0.028,False,0.0
T101252,C143,63.89,5941,debit,0.028,False,0.028
T101253,C119,67.77000000000001,5411,pix_debit,0.025,False,0.0
T101254,C125,80.56,8299,debit,0.025,False,0.0
T101255,C137,313.52,8011,credit,0.028,False,0.028
T101256,C132,65.21000000000001,5812,credit,0.028,False,0.028
T101257,C106,118.96,4511,pix_debit,0.025,False,0.0
T101258,C119,528.33,4511,debit,0.025,False,0.025
T101259,C103,291.63,5411,credit,0.025,False,0.025
T101260,C128,93.55,7512,pix_credit,0.0,True,0.0
T101261,C104,61.2,4511,credit,0.03,False,0.03
T101262,C143,84.26,8011,pix_debit,0.028,False,0.0
T101263,C135,167.21,5812,credit,0.028,False,0.028
T101264,C148,237.94,5941,credit,0.028,False,0.028
T101265,C120,190.9,7512,credit,0.025,False,0.025
T101266,C125,71.64,5941,pix_credit,0.025,False,0.025
T101267,C142,162.29,5941,pix_credit,0.0,True,0.0
T101268,C106,162.78,8299,debit,0.025,False,0.0
T101269,C136,662.61,8299,debit,0.028,False,0.0
T101270,C145,272.0,4511,credit,0.028,False,0.028
T101271,C146,993.87,4511,debit,0.028,False,0.028
T101272,C128,163.17,8011,debit,0.0,True,0.0
T101273,C136,534.45,5812,credit,0.028,False,0.028
T101274,C116,84.52,8011,pix_debit,0.03,False,0.0
T101275,C113,575.09,4511,pix_debit,0.028,False,0.0
T101276,C129,70.72,5812,pix_credit,0.03,False,0.03
T101277,C118,399.69,5812,debit,0.025,False,0.025
T101278,C110,77.73,5941,pix_debit,0.025,False,0.0
T101279,C130,270.3,8299,debit,0.0,True,0.0
T101280,C143,71.25999999999999,5813,pix_credit,0.028,False,0.028
T101281,C148,44.43,5411,credit,0.028,False,0.028
T101282,C131,341.36,8299,credit,0.03,False,0.0
T101283,C117,500.17,8011,voucher,0.0,True,0.0
T101284,C103,348.35,5411,debit,0.025,False,0.025
T101285,C129,640.03,5941,credit,0.03,False,0.03
T101286,C101,561.84,5813,pix_debit,0.028,False,0.0
T101287,C122,166.72,7512,credit,0.03,False,0.03
T101288,C124,137.3,5812,pix_credit,0.03,False,0.03
T101289,C126,160.76,5813,credit,0.03,False,0.03
T101290,C112,79.7,5813,credit,0.03,False,0.03
T101291,C106,78.47,5812,debit,0.025,False,0.025
T101292,C134,331.69,5941,credit,0.03,False,0.03
T101293,C148,377.64,5411,debit,0.028,False,0.028
T101294,C112,43.27,8011,credit,0.03,False,0.03
T101295,C114,111.25,5411,pix_debit,0.025,False,0.0
T101296,C107,1039.68,8299,debit,0.0,True,0.0
T101297,C129,238.34,5411,debit,0.03,False,0.03
T101298,C132,103.08,8011,debit,0.028,False,0.028
T101299,C104,137.25,5812,debit,0.03,False,0.03
T101300,C113,138.96,7512,debit,0.028,False,0.028
T101301,C108,743.73,5812,pix_credit,0.03,False,0.03
T101302,C146,1246.89,5812,debit,0.028,False,0.028
T101303,C127,86.97,5813,credit,0.0,True,0.0
T101304,C106,349.29,5812,credit,0.025,False,0.025
T101305,C144,297.97,5813,credit,0.025,False,0.025
T101306,C126,18.4,5812,credit,0.03,False,0.03
T101307,C120,101.25,5411,pix_debit,0.025,False,0.0
T101308,C144,170.45,5941,credit,0.025,False,0.025
T101309,C111,494.22,5941,pix_credit,0.03,False,0.03
T101310,C136,148.01,8011,credit,0.028,False,0.028
T101311,C101,272.67,4511,debit,0.028,False,0.028
T101312,C140,234.23,5941,credit,0.025,False,0.025
T101313,C135,1058.64,5411,pix_credit,0.028,False,0.028
T101314,C114,407.42,4511,debit,0.025,False,0.025
T101315,C138,43.22,8011,credit,0.03,False,0.03
T101316,C109,60.28,4511,credit,0.028,False,0.028
T101317,C145,831.57,4511,pix_credit,0.028,False,0.028
T101318,C144,422.67,5411,debit,0.025,False,0.025
T101319,C126,144.24,4511,credit,0.03,False,0.03
T101320,C100,141.22,8011,credit,0.03,False,0.03
T101321,C126,1411.31,7512,pix_credit,0.03,False,0.03
T101322,C140,40.04,5812,pix_credit,0.025,False,0.025
T101323,C108,141.93,4511,debit,0.03,False,0.03
T101324,C139,119.31,5411,credit,0.0,True,0.0
T101325,C146,393.3,5812,pix_credit,0.028,False,0.028
T101326,C141,495.55,5812,pix_credit,0.0,True,0.025
T101327,C136,251.12,8299,pix_debit,0.028,False,0.0
T101328,C102,148.08,5411,credit,0.028,False,0.028
T101329,C142,85.8,8011,credit,0.0,True,0.0
T101330,C131,246.16,5813,credit,0.03,False,0.03
T101331,C105,47.11,5941,pix_credit,0.028,False,0.028
T101332,C148,419.2,8011,credit,0.028,False,0.028
T101333,C148,142.89,8299,credit,0.028,False,0.0
T101334,C130,317.66,5812,debit,0.0,True,0.025
T101335,C110,83.67,5411,pix_debit,0.025,False,0.0
T101336,C121,54.88,5941,credit,0.03,False,0.03
T101337,C120,182.84,5813,debit,0.025,False,0.025
T101338,C127,547.95,5813,debit,0.0,True,0.0
T101339,C137,135.2,5813,credit,0.028,False,0.028
T101340,C137,49.24,5812,credit,0.028,False,0.028
T101341,C114,141.08,8299,debit,0.025,False,0.0
T101342,C125,101.53,4511,credit,0.025,False,0.025
T101343,C103,535.47,4511,credit,0.025,False,0.025
T101344,C127,165.61,5812,credit,0.0,True,0.0
T101345,C146,375.03,5411,debit,0.028,False,0.028
T101346,C149,357.77,4511,credit,0.028,False,0.028
T101347,C101,119.5,8011,credit,0.028,False,0.028
T101348,C139,92.7,5411,pix_debit,0.0,True,0.0
T101349,C146,616.0,8299,voucher,0.028,False,0.0
T101350,C118,246.1,5941,credit,0.025,False,0.025
T101351,C122,140.2,8299,debit,0.03,False,0.0
T101352,C122,63.85,5941,debit,0.03,False,0.03
T101353,C122,146.23,5812,pix_credit,0.03,False,0.03
T101354,C105,62.17,7512,debit,0.028,False,0.028
T101355,C133,635.53,7512,credit,0.025,False,0.025
T101356,C118,131.07999999999998,8299,voucher,0.025,False,0.0
T101357,C133,118.84,8299,debit,0.025,False,0.0
T101358,C107,268.91,5941,pix_debit,0.0,True,0.0
T101359,C120,94.32,8299,pix_credit,0.025,False,0.0
T101360,C109,274.32,7512,pix_debit,0.028,False,0.0
T101361,C113,71.31,5813,credit,0.028,False,0.028
T101362,C145,70.42,8299,debit,0.028,False,0.0
T101363,C108,54.3,8011,credit,0.03,False,0.03
T101364,C119,197.22,5813,debit,0.025,False,0.025
T101365,C129,477.26,8299,credit,0.03,False,0.0
T101366,C128,450.25,4511,credit,0.0,True,0.0
T101367,C124,144.27,5941,credit,0.03,False,0.03
T101368,C135,316.58,4511,pix_debit,0.028,False,0.0
T101369,C102,343.63,5813,pix_debit,0.028,False,0.0
T101370,C113,800.42,5812,credit,0.028,False,0.028
T101371,C109,118.75,5941,credit,0.028,False,0.028
T101372,C144,77.85,5941,debit,0.025,False,0.025
T101373,C141,95.27,8299,credit,0.0,True,0.0
T101374,C120,71.08,7512,credit,0.025,False,0.025
T101375,C102,100.83,8299,debit,0.028,False,0.0
T101376,C107,138.32,5411,voucher,0.0,True,0.0
T101377,C108,1088.68,7512,debit,0.03,False,0.03
T101378,C117,166.32,5941,credit,0.0,True,0.0
T101379,C119,609.75,5813,credit,0.025,False,0.025
T101380,C124,121.2,4511,debit,0.03,False,0.03
T101381,C135,716.28,7512,debit,0.028,False,0.028
T101382,C144,282.63,5812,credit,0.025,False,0.025
T101383,C120,23.31,5813,pix_credit,0.025,False,0.025
T101384,C112,125.01,7512,pix_debit,0.03,False,0.0
T101385,C107,242.48,8299,debit,0.0,True,0.0
T101386,C122,168.56,4511,pix_debit,0.03,False,0.0
T101387,C121,299.7,5813,credit,0.03,False,0.03
T101388,C145,124.99,5411,credit,0.028,False,0.028
T101389,C141,74.54,5411,credit,0.0,True,0.025
T101390,C104,570.19,5411,voucher,0.03,False,0.03
T101391,C116,88.66,5812,debit,0.03,False,0.03
T101392,C123,40.67,5411,credit,0.025,False,0.025
T101393,C112,180.79,5812,credit,0.03,False,0.03
T101394,C146,729.54,5411,debit,0.028,False,0.028
T101395,C131,140.49,5411,credit,0.03,False,0.03
T101396,C141,93.91,5813,pix_credit,0.0,True,0.025
T101397,C126,96.78,4511,pix_credit,0.03,False,0.03
T101398,C131,58.31,5411,credit,0.03,False,0.03
T101399,C116,153.04,8011,pix_debit,0.03,False,0.0
T101400,C123,204.69,5941,credit,0.025,False,0.025
T101401,C144,103.75,8011,debit,0.025,False,0.025
T101402,C115,108.68,5812,pix_debit,0.03,False,0.0
T101403,C149,284.32,5411,pix_debit,0.028,False,0.0
T101404,C134,290.05,5813,credit,0.03,False,0.03
T101405,C110,782.52,5812,credit,0.025,False,0.025
T101406,C127,108.55,5941,debit,0.0,True,0.0
T101407,C115,70.27000000000001,4511,credit,0.03,False,0.03
T101408,C145,404.05,4511,credit,0.028,False,0.028
T101409,C119,649.45,4511,voucher,0.025,False,0.025
T101410,C136,232.26,5941,pix_credit,0.028,False,0.028
T101411,C101,149.5,7512,pix_credit,0.028,False,0.028
T101412,C131,106.7,4511,credit,0.03,False,0.03
T101413,C119,71.37,5812,voucher,0.025,False,0.025
T101414,C125,258.02,5941,pix_debit,0.025,False,0.0
T101415,C113,102.41,8011,credit,0.028,False,0.028
T101416,C138,277.8,7512,pix_credit,0.03,False,0.03
T101417,C146,410.95,8011,debit,0.028,False,0.028
T101418,C110,77.64,5813,credit,0.025,False,0.025
T101419,C140,70.27000000000001,8299,debit,0.025,False,0.0
T101420,C119,83.71,4511,voucher,0.025,False,0.025
T101421,C145,382.29,5812,credit,0.028,False,0.028
T101422,C139,75.72,8299,debit,0.0,True,0.0
T101423,C118,188.89,5813,debit,0.025,False,0.025
T101424,C103,684.05,5812,pix_debit,0.025,False,0.0
T101425,C116,102.47,5813,pix_credit,0.03,False,0.03
T101426,C124,102.58,7512,credit,0.03,False,0.03
T101427,C147,102.2,7512,pix_debit,0.03,False,0.0
T101428,C107,829.4,7512,debit,0.0,True,0.0
T101429,C148,159.17,5812,debit,0.028,False,0.028
T101430,C104,163.63,7512,credit,0.03,False,0.03
T101431,C122,70.95,8299,voucher,0.03,False,0.0
T101432,C132,345.37,5813,pix_debit,0.028,False,0.0
T101433,C133,273.9,5812,debit,0.025,False,0.025
T101434,C143,129.3,7512,credit,0.028,False,0.028
T101435,C101,100.18,5411,credit,0.028,False,0.028
T101436,C108,103.23,5813,pix_debit,0.03,False,0.0
T101437,C130,144.08,8299,credit,0.0,True,0.0
T101438,C121,124.38,8299,debit,0.03,False,0.0
T101439,C132,370.69,7512,debit,0.028,False,0.028
T101440,C105,487.31,5411,debit,0.028,False,0.028
T101441,C115,203.46,8011,credit,0.03,False,0.03
T101442,C134,1187.89,5941,credit,0.03,False,0.03
T101443,C131,529.91,5813,pix_credit,0.03,False,0.03
T101444,C145,415.26,5941,debit,0.028,False,0.028
T101445,C102,177.62,8011,debit,0.028,False,0.028
