trans_id,taxa_cobrada_real
T101746,0.0
T101747,0.0
T101748,0.028
T101749,0.0
T101750,0.03
T101751,0.0
T101752,0.0
T101753,0.025
T101754,0.03
T101755,0.025
T101756,0.028
T101757,0.03
T101758,0.028
T101759,0.028
T101760,0.025
T101761,0.03
T101762,0.028
T101763,0.028
T101764,0.028
T101765,0.025
T101766,0.0
T101767,0.028
T101768,0.0
T101769,0.025
T101770,0.025
T101771,0.028
T101772,0.028
T101773,0.0
T101774,0.025
T101775,0.0
T101776,0.0
T101777,0.0
T101778,0.028
T101779,0.0
T101780,0.03
T101781,0.03
T101782,0.025
T101783,0.03
T101784,0.025
T101785,0.0
T101786,0.028
T101787,0.028
T101788,0.03
T101789,0.0
T101790,0.0
T101791,0.03
T101792,0.03
T101793,0.0
T101794,0.0
T101795,0.025
T101796,0.0
T101797,0.025
T101798,0.0
T101799,0.0
T101800,0.028
T101801,0.03
T101802,0.028
T101803,0.028
T101804,0.028
T101805,0.0
T101806,0.0
T101807,0.028
T101808,0.025
T101809,0.0
T101810,0.025
T101811,0.0
T101812,0.025
T101813,0.025
T101814,0.025
T101815,0.0
T101816,0.028
T101817,0.025
T101818,0.025
T101819,0.028
T101820,0.0
T101821,0.0
T101822,0.03
T101823,0.028
T101824,0.028
T101825,0.028
T101826,0.0
T101827,0.025
T101828,0.028
T101829,0.025
T101830,0.025
T101831,0.028
T101832,0.03
T101833,0.028
T101834,0.03
T101835,0.025
T101836,0.028
T101837,0.028
T101838,0.03
T101839,0.03
T101840,0.03
T101841,0.0
T101842,0.03
T101843,0.028
T101844,0.028
T101845,0.028
T101846,0.03
T101847,0.025
T101848,0.03
T101849,0.028
T101850,0.0
T101851,0.03
T101852,0.0
T101853,0.025
T101854,0.03
T101855,0.03
T101856,0.03
T101857,0.028
T101858,0.0
T101859,0.028
T101860,0.0
T101861,0.03
T101862,0.025
T101863,0.025
T101864,0.025
T101865,0.028
T101866,0.0
T101867,0.03
T101868,0.028
T101869,0.03
T101870,0.025
T101871,0.0
T101872,0.0
T101873,0.0
T101874,0.025
T101875,0.0
T101876,0.028
T101877,0.025
T101878,0.028
T101879,0.028
T101880,0.028
T101881,0.028
T101882,0.03
T101883,0.0
T101884,0.0
T101885,0.03
T101886,0.0
T101887,0.0
T101888,0.028
T101889,0.025
T101890,0.03
T101891,0.0
T101892,0.028
T101893,0.03
T101894,0.028
T101895,0.028
T101896,0.03
T101897,0.03
T101898,0.0
T101899,0.03
T101900,0.0
T101901,0.03
T101902,0.0
T101903,0.025
T101904,0.03
T101905,0.03
T101906,0.03
T101907,0.03
T101908,0.025
T101909,0.028
T101910,0.028
T101911,0.0
T101912,0.028
T101913,0.028
T101914,0.03
T101915,0.03
T101916,0.0
T101917,0.028
T101918,0.0
T101919,0.03
T101920,0.025
T101921,0.028
T101922,0.025
T101923,0.028
T101924,0.03
T101925,0.0
T101926,0.025
T101927,0.03
T101928,0.0
T101929,0.0
T101930,0.025
T101931,0.0
T101932,0.028
T101933,0.0
T101934,0.0
T101935,0.025
T101936,0.0
T101937,0.03
T101938,0.028
T101939,0.0
T101940,0.025
T101941,0.028
T101942,0.028
T101943,0.03
T101944,0.0
T101945,0.025
T101946,0.028
T101947,0.025
T101948,0.0
T101949,0.025
T101950,0.0
T101951,0.0
T101952,0.025
T101953,0.028
T101954,0.03
T101955,0.028
T101956,0.03
T101957,0.03
T101958,0.0
T101959,0.03
T101960,0.0
T101961,0.0
T101962,0.028
T101963,0.03
T101964,0.0
T101965,0.028
T101966,0.0
T101967,0.025
T101968,0.0
T101969,0.025
T101970,0.028
T101971,0.028
T101972,0.0
T101973,0.03
T101974,0.0
T101975,0.03
T101976,0.028
T101977,0.025
T101978,0.03
T101979,0.03
T101980,0.0
T101981,0.025
T101982,0.0
T101983,0.028
T101984,0.0
T101985,0.0
T101986,0.03
T101987,0.0
T101988,0.028
T101989,0.025
T101990,0.03
T101991,0.028
T101992,0.0
T101993,0.028
T101994,0.025
T101995,0.025
T101996,0.025
T101997,0.0
T101998,0.0
T101999,0.0
T102000,0.028
T102001,0.028
T102002,0.03
T102003,0.0
T102004,0.0
T102005,0.028
T102006,0.028
T102007,0.0
T102008,0.03
T102009,0.0
T102010,0.028
T102011,0.03
T102012,0.03
T102013,0.03
T102014,0.0
T102015,0.025
T102016,0.03
T102017,0.0
T102018,0.0
T102019,0.0
T102020,0.0
T102021,0.025
T102022,0.03
T102023,0.028
T102024,0.0
T102025,0.03
T102026,0.0
T102027,0.028
T102028,0.03
T102029,0.03
T102030,0.025
T102031,0.0
T102032,0.025
T102033,0.0
T102034,0.025
T102035,0.025
T102036,0.03
T102037,0.03
T102038,0.0
T102039,0.028
T102040,0.028
T102041,0.03
T102042,0.0
T102043,0.03
T102044,0.028
T102045,0.0
T102046,0.0
T102047,0.025
T102048,0.028
T102049,0.0
T102050,0.025
T102051,0.0
T102052,0.0
T102053,0.0
T102054,0.025
T102055,0.0
T102056,0.028
T102057,0.025
T102058,0.028
T102059,0.03
T102060,0.025
T102061,0.03
T102062,0.028
T102063,0.0
T102064,0.025
T102065,0.03
T102066,0.03
T102067,0.025
T102068,0.028
T102069,0.028
T102070,0.0
T102071,0.028
T102072,0.025
T102073,0.0
T102074,0.0
T102075,0.028
T102076,0.0
T102077,0.0
T102078,0.03
T102079,0.03
T102080,0.03
T102081,0.03
T102082,0.03
T102083,0.0
T102084,0.0
T102085,0.028
T102086,0.028
T102087,0.03
T102088,0.0
T102089,0.0
T102090,0.0
T102091,0.0
T102092,0.025
T102093,0.03
T102094,0.028
T102095,0.0
T102096,0.0
T102097,0.03
T102098,0.025
T102099,0.025
T102100,0.028
T102101,0.0
T102102,0.025
T102103,0.025
T102104,0.0
T102105,0.03
T102106,0.028
T102107,0.0
T102108,0.028
T102109,0.0
T102110,0.025
T102111,0.0
T102112,0.0
T102113,0.028
T102114,0.028
T102115,0.028
T102116,0.0
T102117,0.03
T102118,0.025
T102119,0.0
T102120,0.03
T102121,0.0
T102122,0.028
T102123,0.03
T102124,0.0
T102125,0.025
T102126,0.03
T102127,0.0
T102128,0.03
T102129,0.03
T102130,0.025
T102131,0.03
T102132,0.03
T102133,0.0
T102134,0.028
T102135,0.0
T102136,0.025
T102137,0.03
T102138,0.03
T102139,0.028
T102140,0.0
T102141,0.0
T102142,0.028
T102143,0.03
T102144,0.025
T102145,0.025
T102146,0.025
T102147,0.03
T102148,0.025
T102149,0.0
T102150,0.03
T102151,0.028
T102152,0.028
T102153,0.025
T102154,0.028
T102155,0.028
T102156,0.0
T102157,0.0
T102158,0.03
T102159,0.03
T102160,0.03
T102161,0.025
T102162,0.025
T102163,0.0
T102164,0.025
T102165,0.025
T102166,0.028
T102167,0.0
T102168,0.0
T102169,0.025
T102170,0.025
T102171,0.025
T102172,0.0
T102173,0.0
T102174,0.0
T102175,0.03
T102176,0.03
T102177,0.028
T102178,0.0
T102179,0.0
T102180,0.0
T102181,0.028
T102182,0.0
T102183,0.025
T102184,0.0
T102185,0.03
T102186,0.03
T102187,0.028
T102188,0.0
T102189,0.0
T102190,0.025
T102191,0.0
T102192,0.03
T102193,0.0
T102194,0.025
T102195,0.0
T102196,0.025
T102197,0.03
T102198,0.03
T102199,0.0
T102200,0.0
T102201,0.0
T102202,0.03
T102203,0.025
T102204,0.0
T102205,0.03
T102206,0.0
T102207,0.0
T102208,0.025
T102209,0.03
T102210,0.0
T102211,0.0
T102212,0.0
T102213,0.0
T102214,0.025
T102215,0.0
T102216,0.0
T102217,0.0
T102218,0.0
T102219,0.0
T102220,0.0
T102221,0.0
T102222,0.025
T102223,0.025
T102224,0.028
T102225,0.03
T102226,0.03
T102227,0.03
T102228,0.025
T102229,0.028
T102230,0.025
T102231,0.025
T102232,0.028
T102233,0.025
T102234,0.025
T102235,0.0
T102236,0.0
T102237,0.025
T102238,0.03
T102239,0.028
T102240,0.03
T102241,0.03
T102242,0.028
T102243,0.025
T102244,0.0
T102245,0.0
T102246,0.03
T102247,0.03
T102248,0.025
T102249,0.028
T102250,0.03
T102251,0.0
T102252,0.0
T102253,0.0
T102254,0.028
T102255,0.025
T102256,0.028
T102257,0.0
T102258,0.0
T102259,0.028
T102260,0.0
T102261,0.03
T102262,0.03
T102263,0.0
T102264,0.025
T102265,0.025
T102266,0.0
T102267,0.028
T102268,0.0
T102269,0.0
T102270,0.028
T102271,0.0
T102272,0.0
T102273,0.0
T102274,0.03
T102275,0.03
T102276,0.03
T102277,0.028
T102278,0.028
T102279,0.025
T102280,0.03
T102281,0.03
T102282,0.0
T102283,0.0
T102284,0.0
T102285,0.0
T102286,0.0
T102287,0.0
T102288,0.028
T102289,0.028
T102290,0.0
T102291,0.0
T102292,0.0
T102293,0.025
T102294,0.028
T102295,0.028
T102296,0.025
T102297,0.025
T102298,0.025
T102299,0.0
T102300,0.028
T102301,0.0
T102302,0.028
T102303,0.0
T102304,0.0
T102305,0.03
T102306,0.028
T102307,0.025
T102308,0.0
T102309,0.0
T102310,0.0
T102311,0.025
T102312,0.0
T102313,0.03
T102314,0.028
T102315,0.028
T102316,0.025
T102317,0.03
T102318,0.028
T102319,0.03
T102320,0.028
T102321,0.03
T102322,0.025
T102323,0.025
T102324,0.03
T102325,0.0
T102326,0.028
T102327,0.0
T102328,0.025
T102329,0.0
T102330,0.028
T102331,0.025
T102332,0.0
T102333,0.025
T102334,0.0
T102335,0.028
T102336,0.03
T102337,0.0
T102338,0.025
T102339,0.025
T102340,0.028
T102341,0.0
T102342,0.028
T102343,0.025
T102344,0.025
T102345,0.0
T102346,0.0
T102347,0.025
T102348,0.0
T102349,0.028
T102350,0.025
T102351,0.028
T102352,0.025
T102353,0.0
T102354,0.0
T102355,0.028
T102356,0.03
T102357,0.025
T102358,0.03
T102359,0.0
T102360,0.025
T102361,0.028
T102362,0.025
T102363,0.028
T102364,0.0
T102365,0.0
T102366,0.028
T102367,0.03
T102368,0.025
T102369,0.025
T102370,0.025
T102371,0.025
T102372,0.028
T102373,0.0
T102374,0.028
T102375,0.028
T102376,0.0
T102377,0.03
T102378,0.0
T102379,0.0
T102380,0.028
T102381,0.0
T102382,0.03
T102383,0.0
T102384,0.025
T102385,0.03
T102386,0.0
T102387,0.028
T102388,0.028
T102389,0.03
T102390,0.0
T102391,0.0
T102392,0.025
T102393,0.025
T102394,0.0
T102395,0.025
T102396,0.0
T102397,0.028
T102398,0.028
T102399,0.0
T102400,0.0
T102401,0.028
T102402,0.025
T102403,0.025
T102404,0.03
T102405,0.025
T102406,0.028
T102407,0.0
T102408,0.028
T102409,0.025
T102410,0.025
T102411,0.0
T102412,0.0
T102413,0.0
T102414,0.0
T102415,0.025
T102416,0.03
T102417,0.03
T102418,0.0
T102419,0.025
T102420,0.03
T102421,0.025
T102422,0.0
T102423,0.03
T102424,0.028
T102425,0.0
T102426,0.025
T102427,0.025
T102428,0.025
T102429,0.0
T102430,0.025
T102431,0.03
T102432,0.025
T102433,0.0
T102434,0.0
T102435,0.028
T102436,0.03
T102437,0.025
T102438,0.03
T102439,0.025
T102440,0.028
T102441,0.025
T102442,0.03
T102443,0.0
T102444,0.03
T102445,0.0
T102446,0.03
T102447,0.0
T102448,0.025
T102449,0.03
T102450,0.0
T102451,0.03
T102452,0.025
T102453,0.028
T102454,0.028
T102455,0.025
T102456,0.025
T102457,0.03
T102458,0.025
T102459,0.0
T102460,0.0
T102461,0.03
T102462,0.028
T102463,0.025
T102464,0.0
T102465,0.03
T102466,0.025
T102467,0.025
T102468,0.0
T102469,0.0
T102470,0.028
T102471,0.025
T102472,0.0
T102473,0.03
T102474,0.03
T102475,0.03
T102476,0.03
T102477,0.025
T102478,0.03
T102479,0.0
T102480,0.03
T102481,0.028
T102482,0.0
T102483,0.03
T102484,0.028
T102485,0.03
T102486,0.028
T102487,0.0
T102488,0.0
T102489,0.0
T102490,0.0
T102491,0.028
T102492,0.03
T102493,0.0
T102494,0.0
T102495,0.0
T102496,0.025
T102497,0.0
T102498,0.028
T102499,0.028
T102500,0.028
T102501,0.025
T102502,0.0
T102503,0.0
T102504,0.028
T102505,0.025
T102506,0.03
T102507,0.03
T102508,0.0
T102509,0.025
T102510,0.025
T102511,0.0
T102512,0.025
T102513,0.025
T102514,0.03
T102515,0.025
T102516,0.0
T102517,0.03
T102518,0.028
T102519,0.0
T102520,0.03
T102521,0.025
T102522,0.025
T102523,0.03
T102524,0.03
T102525,0.03
T102526,0.03
T102527,0.03
T102528,0.03
T102529,0.028
T102530,0.03
T102531,0.03
T102532,0.028
T102533,0.028
T102534,0.025
T102535,0.0
T102536,0.03
T102537,0.0
T102538,0.025
T102539,0.028
T102540,0.025
T102541,0.028
T102542,0.025
T102543,0.03
T102544,0.0
T102545,0.0
T102546,0.025
T102547,0.025
T102548,0.03
T102549,0.028
T102550,0.0
T102551,0.03
T102552,0.0
T102553,0.0
T102554,0.03
T102555,0.03
T102556,0.028
T102557,0.0
T102558,0.0
T102559,0.0
T102560,0.025
T102561,0.028
T102562,0.028
T102563,0.03
T102564,0.0
T102565,0.0
T102566,0.0
T102567,0.025
T102568,0.028
T102569,0.025
T102570,0.03
T102571,0.03
T102572,0.03
T102573,0.03
T102574,0.0
T102575,0.0
T102576,0.0
T102577,0.0
T102578,0.028
T102579,0.0
T102580,0.025
T102581,0.03
T102582,0.03
T102583,0.0
T102584,0.03
T102585,0.025
T102586,0.03
T102587,0.0
T102588,0.028
T102589,0.025
T102590,0.028
T102591,0.0
T102592,0.03
T102593,0.0
T102594,0.0
T102595,0.0
T102596,0.028
T102597,0.0
T102598,0.03
T102599,0.0
T102600,0.025
T102601,0.0
T102602,0.025
T102603,0.0
T102604,0.025
T102605,0.025
T102606,0.025
T102607,0.028
T102608,0.03
T102609,0.0
T102610,0.03
T102611,0.028
T102612,0.0
T102613,0.028
T102614,0.025
T102615,0.0
T102616,0.025
T102617,0.028
T102618,0.025
T102619,0.0
T102620,0.0
T102621,0.03
T102622,0.03
T102623,0.028
T102624,0.0
T102625,0.03
T102626,0.0
T102627,0.028
T102628,0.028
T102629,0.0
T102630,0.0
T102631,0.03
T102632,0.028
T102633,0.0
T102634,0.028
T102635,0.025
T102636,0.03
T102637,0.0
T102638,0.03
T102639,0.025
T102640,0.03
T102641,0.028
T102642,0.025
T102643,0.0
T102644,0.028
T102645,0.0
T102646,0.025
T102647,0.0
T102648,0.0
T102649,0.03
T102650,0.0
T102651,0.0
T102652,0.028
T102653,0.0
T102654,0.025
T102655,0.03
T102656,0.025
T102657,0.028
T102658,0.028
T102659,0.03
T102660,0.028
T102661,0.025
T102662,0.0
T102663,0.025
T102664,0.025
T102665,0.025
T102666,0.03
T102667,0.03
T102668,0.025
T102669,0.0
T102670,0.028
T102671,0.0
T102672,0.03
T102673,0.028
T102674,0.0
T102675,0.025
T102676,0.028
T102677,0.025
T102678,0.0
T102679,0.03
T102680,0.025
T102681,0.03
T102682,0.025
T102683,0.03
T102684,0.025
T102685,0.0
T102686,0.0
T102687,0.03
T102688,0.03
T102689,0.028
T102690,0.0
T102691,0.028
T102692,0.025
T102693,0.03
T102694,0.0
T102695,0.025
T102696,0.028
T102697,0.0
T102698,0.03
T102699,0.0
T102700,0.025
T102701,0.028
T102702,0.0
T102703,0.028
T102704,0.0
T102705,0.028
T102706,0.03
T102707,0.025
T102708,0.03
T102709,0.03
T102710,0.03
T102711,0.0
T102712,0.0
T102713,0.025
T102714,0.025
T102715,0.025
T102716,0.03
T102717,0.025
T102718,0.03
T102719,0.03
T102720,0.0
T102721,0.0
T102722,0.028
T102723,0.0
T102724,0.028
T102725,0.028
T102726,0.03
T102727,0.0
T102728,0.028
T102729,0.0
T102730,0.03
T102731,0.0
T102732,0.0
T102733,0.025
T102734,0.0
T102735,0.03
T102736,0.0
T102737,0.028
T102738,0.028
T102739,0.03
T102740,0.028
T102741,0.0
T102742,0.028
T102743,0.0
T102744,0.0
T102745,0.028
T102746,0.03
T102747,0.0
T102748,0.03
T102749,0.03
T102750,0.03
T102751,0.03
T102752,0.025
T102753,0.025
T102754,0.0
T102755,0.0
T102756,0.03
T102757,0.025
T102758,0.03
T102759,0.0
T102760,0.03
T102761,0.025
T102762,0.025
T102763,0.028
T102764,0.028
T102765,0.0
T102766,0.0
T102767,0.0
T102768,0.03
T102769,0.0
T102770,0.03
T102771,0.03
T102772,0.0
T102773,0.028
T102774,0.0
T102775,0.028
T102776,0.03
T102777,0.03
T102778,0.028
T102779,0.0
T102780,0.028
T102781,0.025
T102782,0.0
T102783,0.0
T102784,0.03
T102785,0.025
T102786,0.03
T102787,0.03
T102788,0.0
T102789,0.0
T102790,0.0
T102791,0.028
T102792,0.028
T102793,0.025
T102794,0.03
T102795,0.028
T102796,0.0
T102797,0.025
T102798,0.03
T102799,0.0
T102800,0.028
T102801,0.03
T102802,0.025
T102803,0.028
T102804,0.028
T102805,0.025
T102806,0.0
T102807,0.03
T102808,0.0
T102809,0.028
T102810,0.028
T102811,0.0
T102812,0.028
T102813,0.025
T102814,0.025
T102815,0.028
T102816,0.028
T102817,0.03
T102818,0.0
T102819,0.03
T102820,0.0
T102821,0.0
T102822,0.03
T102823,0.028
T102824,0.025
T102825,0.028
T102826,0.03
T102827,0.025
T102828,0.0
T102829,0.0
T102830,0.03
T102831,0.0
T102832,0.0
T102833,0.028
T102834,0.03
T102835,0.0
T102836,0.0
T102837,0.03
T102838,0.028
T102839,0.03
T102840,0.0
T102841,0.03
T102842,0.025
T102843,0.025
T102844,0.025
T102845,0.03
T102846,0.03
T102847,0.028
T102848,0.03
T102849,0.03
T102850,0.0
T102851,0.025
T102852,0.028
T102853,0.0
T102854,0.028
T102855,0.0
T102856,0.0
T102857,0.0
T102858,0.03
T102859,0.03
T102860,0.0
T102861,0.03
T102862,0.0
T102863,0.028
T102864,0.03
T102865,0.0
T102866,0.025
T102867,0.028
T102868,0.028
T102869,0.03
T102870,0.0
T102871,0.0
T102872,0.028
T102873,0.03
T102874,0.0
T102875,0.03
T102876,0.028
T102877,0.025
T102878,0.028
T102879,0.0
T102880,0.03
T102881,0.03
T102882,0.03
T102883,0.025
T102884,0.0
T102885,0.03
T102886,0.0
T102887,0.025
T102888,0.0
T102889,0.0
T102890,0.0
T102891,0.0
T102892,0.03
T102893,0.028
T102894,0.03
T102895,0.03
T102896,0.025
T102897,0.03
T102898,0.0
T102899,0.03
T102900,0.03
T102901,0.0
T102902,0.028
T102903,0.0
T102904,0.025
T102905,0.0
T102906,0.028
T102907,0.0
T102908,0.03
T102909,0.0
T102910,0.0
T102911,0.0
T102912,0.0
T102913,0.0
T102914,0.03
T102915,0.028
T102916,0.03
T102917,0.0
T102918,0.0
T102919,0.028
T102920,0.028
T102921,0.028
T102922,0.028
T102923,0.0
T102924,0.028
T102925,0.025
T102926,0.028
T102927,0.025
T102928,0.028
T102929,0.03
T102930,0.0
T102931,0.025
T102932,0.028
T102933,0.03
T102934,0.025
T102935,0.03
T102936,0.0
T102937,0.025
T102938,0.0
T102939,0.025
T102940,0.028
T102941,0.03
T102942,0.0
T102943,0.028
T102944,0.028
T102945,0.03
T102946,0.028
T102947,0.03
T102948,0.025
T102949,0.03
T102950,0.028
T102951,0.0
T102952,0.025
T102953,0.028
T102954,0.028
T102955,0.0
T102956,0.0
T102957,0.03
T102958,0.025
T102959,0.025
T102960,0.025
T102961,0.028
T102962,0.0
T102963,0.0
T102964,0.028
T102965,0.028
T102966,0.0
T102967,0.028
T102968,0.028
T102969,0.025
T102970,0.0
T102971,0.03
T102972,0.0
T102973,0.0
T102974,0.03
T102975,0.025
T102976,0.028
T102977,0.028
T102978,0.0
T102979,0.0
T102980,0.03
T102981,0.03
T102982,0.025
T102983,0.028
T102984,0.0
T102985,0.03
T102986,0.025
T102987,0.0
T102988,0.0
T102989,0.03
T102990,0.0
T102991,0.0
T102992,0.0
T102993,0.028
T102994,0.025
T102995,0.03
T102996,0.03
T102997,0.025
T102998,0.03
T102999,0.0
T103000,0.03
T103001,0.0
T103002,0.025
T103003,0.0
T103004,0.028
T103005,0.0
T103006,0.03
T103007,0.025
T103008,0.03
T103009,0.0
T103010,0.03
T103011,0.025
T103012,0.0
T103013,0.025
T103014,0.0
T103015,0.028
T103016,0.03
T103017,0.028
T103018,0.0
T103019,0.0
T103020,0.028
T103021,0.03
T103022,0.025
T103023,0.03
T103024,0.03
T103025,0.028
T103026,0.028
T103027,0.0
T103028,0.03
T103029,0.03
T103030,0.028
T103031,0.025
T103032,0.028
T103033,0.0
T103034,0.028
T103035,0.03
T103036,0.03
T103037,0.028
T103038,0.025
T103039,0.025
T103040,0.025
T103041,0.03
T103042,0.025
T103043,0.0
T103044,0.0
T103045,0.0
T103046,0.025
T103047,0.03
T103048,0.0
T103049,0.028
T103050,0.025
T103051,0.028
T103052,0.03
T103053,0.0
T103054,0.028
T103055,0.03
T103056,0.028
T103057,0.025
T103058,0.028
T103059,0.03
T103060,0.025
T103061,0.0
T103062,0.03
T103063,0.0
T103064,0.025
T103065,0.028
T103066,0.03
T103067,0.0
T103068,0.03
T103069,0.0
T103070,0.0
T103071,0.0
T103072,0.0
T103073,0.0
T103074,0.0
T103075,0.0
T103076,0.0
T103077,0.028
T103078,0.025
T103079,0.0
T103080,0.028
T103081,0.0
T103082,0.028
T103083,0.0
T103084,0.025
T103085,0.0
T103086,0.028
T103087,0.028
T103088,0.028
T103089,0.028
T103090,0.028
T103091,0.0
T103092,0.025
T103093,0.0
T103094,0.0
T103095,0.025
T103096,0.0
T103097,0.03
T103098,0.025
T103099,0.025
T103100,0.028
T103101,0.0
T103102,0.03
T103103,0.025
T103104,0.025
T103105,0.025
T103106,0.03
T103107,0.03
T103108,0.0
T103109,0.0
T103110,0.0
T103111,0.0
T103112,0.0
T103113,0.025
T103114,0.025
T103115,0.028
T103116,0.025
T103117,0.028
T103118,0.028
T103119,0.0
T103120,0.03
T103121,0.0
T103122,0.0
T103123,0.0
T103124,0.0
T103125,0.025
T103126,0.0
T103127,0.028
T103128,0.03
T103129,0.0
T103130,0.025
T103131,0.028
T103132,0.0
T103133,0.0
T103134,0.028
T103135,0.025
T103136,0.028
T103137,0.025
T103138,0.03
T103139,0.0
T103140,0.03
T103141,0.0
T103142,0.03
T103143,0.025
T103144,0.025
T103145,0.0
T103146,0.025
T103147,0.028
T103148,0.025
T103149,0.025
T103150,0.028
T103151,0.03
T103152,0.028
T103153,0.0
T103154,0.03
T103155,0.0
T103156,0.0
T103157,0.03
T103158,0.025
T103159,0.025
T103160,0.0
T103161,0.0
T103162,0.03
T103163,0.0
T103164,0.025
T103165,0.03
T103166,0.0
T103167,0.0
T103168,0.0
T103169,0.0
T103170,0.0
T103171,0.028
T103172,0.03
T103173,0.028
T103174,0.028
T103175,0.028
T103176,0.03
T103177,0.028
T103178,0.03
T103179,0.025
T103180,0.025
T103181,0.03
T103182,0.028
T103183,0.0
T103184,0.03
T103185,0.03
T103186,0.028
T103187,0.0
T103188,0.025
T103189,0.025
T103190,0.028
T103191,0.0
T103192,0.0
T103193,0.025
T103194,0.028
T103195,0.025
T103196,0.0
T103197,0.03
T103198,0.028
T103199,0.0
T103200,0.025
T103201,0.03
T103202,0.0
T103203,0.028
T103204,0.03
T103205,0.0
T103206,0.0
T103207,0.03
T103208,0.03
T103209,0.025
T103210,0.0
T103211,0.025
T103212,0.0
T103213,0.03
T103214,0.0
T103215,0.028
T103216,0.0
T103217,0.0
T103218,0.025
T103219,0.03
T103220,0.025
T103221,0.0
T103222,0.03
T103223,0.025
T103224,0.03
T103225,0.0
T103226,0.025
T103227,0.0
T103228,0.028
T103229,0.028
T103230,0.028
T103231,0.0
T103232,0.03
T103233,0.0
T103234,0.0
T103235,0.028
T103236,0.028
T103237,0.03
T103238,0.028
T103239,0.03
T103240,0.0
T103241,0.03
T103242,0.0
T103243,0.0
T103244,0.03
T103245,0.0
T103246,0.028
T103247,0.03
T103248,0.0
T103249,0.0
T103250,0.03
T103251,0.025
T103252,0.0
T103253,0.028
T103254,0.028
T103255,0.025
T103256,0.028
T103257,0.0
T103258,0.03
T103259,0.0
T103260,0.025
T103261,0.03
T103262,0.025
T103263,0.0
T103264,0.0
T103265,0.025
T103266,0.0
T103267,0.025
T103268,0.025
T103269,0.025
T103270,0.028
T103271,0.025
T103272,0.03
T103273,0.03
T103274,0.0
T103275,0.025
T103276,0.0
T103277,0.0
T103278,0.028
T103279,0.028
T103280,0.0
T103281,0.025
T103282,0.0
T103283,0.028
T103284,0.028
T103285,0.0
T103286,0.025
T103287,0.0
T103288,0.0
T103289,0.03
T103290,0.0
T103291,0.025
T103292,0.028
T103293,0.0
T103294,0.0
T103295,0.025
T103296,0.03
T103297,0.03
T103298,0.028
T103299,0.028
T103300,0.0
T103301,0.03
T103302,0.0
T103303,0.028
T103304,0.0
T103305,0.025
T103306,0.03
T103307,0.03
T103308,0.03
T103309,0.03
T103310,0.0
T103311,0.028
T103312,0.028
T103313,0.0
T103314,0.0
T103315,0.03
T103316,0.03
T103317,0.028
T103318,0.0
T103319,0.03
T103320,0.028
T103321,0.03
T103322,0.0
T103323,0.0
T103324,0.028
T103325,0.03
T103326,0.03
T103327,0.025
T103328,0.025
T103329,0.028
T103330,0.028
T103331,0.0
T103332,0.025
T103333,0.025
T103334,0.0
T103335,0.025
T103336,0.025
T103337,0.028
T103338,0.0
T103339,0.025
T103340,0.0
T103341,0.0
T103342,0.028
T103343,0.028
T103344,0.03
T103345,0.03
T103346,0.0
T103347,0.0
T103348,0.028
T103349,0.0
T103350,0.03
T103351,0.0
T103352,0.0
T103353,0.03
T103354,0.03
T103355,0.0
T103356,0.028
T103357,0.025
T103358,0.025
T103359,0.028
T103360,0.025
T103361,0.025
T103362,0.025
T103363,0.03
T103364,0.028
T103365,0.0
T103366,0.03
T103367,0.0
T103368,0.025
T103369,0.03
T103370,0.03
T103371,0.03
T103372,0.03
T103373,0.0
T103374,0.028
T103375,0.0
T103376,0.0
T103377,0.03
T103378,0.03
T103379,0.0
T103380,0.028
T103381,0.028
T103382,0.028
T103383,0.028
T103384,0.03
T103385,0.025
T103386,0.0
T103387,0.0
T103388,0.03
T103389,0.025
T103390,0.0
T103391,0.03
T103392,0.025
T103393,0.028
T103394,0.0
T103395,0.025
T103396,0.025
T103397,0.03
T103398,0.0
T103399,0.03
T103400,0.0
T103401,0.03
T103402,0.028
T103403,0.025
T103404,0.025
T103405,0.028
T103406,0.03
T103407,0.025
T103408,0.03
T103409,0.0
T103410,0.0
T103411,0.028
T103412,0.0
T103413,0.025
T103414,0.0
T103415,0.025
T103416,0.028
T103417,0.03
T103418,0.028
T103419,0.028
T103420,0.025
T103421,0.028
T103422,0.0
T103423,0.028
T103424,0.025
T103425,0.0
T103426,0.0
T103427,0.0
T103428,0.0
T103429,0.03
T103430,0.028
T103431,0.025
T103432,0.0
T103433,0.0
T103434,0.03
T103435,0.03
T103436,0.03
T103437,0.028
T103438,0.025
T103439,0.03
T103440,0.025
T103441,0.0
T103442,0.03
T103443,0.025
T103444,0.03
T103445,0.03
T103446,0.025
T103447,0.025
T103448,0.0
T103449,0.0
T103450,0.03
T103451,0.028
T103452,0.03
T103453,0.028
T103454,0.03
T103455,0.0
T103456,0.0
T103457,0.0
T103458,0.025
T103459,0.0
T103460,0.0
T103461,0.03
T103462,0.028
T103463,0.0
T103464,0.0
T103465,0.028
T103466,0.03
T103467,0.0
T103468,0.0
T103469,0.025
T103470,0.028
T103471,0.0
T103472,0.025
T103473,0.025
T103474,0.028
T103475,0.03
T103476,0.03
T103477,0.028
T103478,0.028
T103479,0.03
T103480,0.0
T103481,0.03
T103482,0.03
T103483,0.03
T103484,0.03
T103485,0.025
T103486,0.0
T103487,0.025
T103488,0.0
T103489,0.0
T103490,0.025
T103491,0.025
T103492,0.025
T103493,0.0
